casagrande,32.8794444,-111.7566667
casasadobes,32.3233333,-110.9944444
catalinafoothills,32.2977778,-110.9180556
chandler,33.3061111,-111.8405556
chinovalley,34.7575000,-112.4530556
coolidge,32.9777778,-111.5169444
cottonwood,34.7391667,-112.0091667
douglas,31.3444444,-109.5447222
drexelheights,32.1411111,-111.0277778
elmirage,33.6130556,-112.3238889
eloy,32.7558333,-111.5541667
flagstaff,35.1980556,-111.6505556
florence,33.0313889,-111.3866667
flowingwells,32.2938889,-111.0091667
fortunafoothills,32.6577778,-114.4111111
fountainhills,33.6116667,-111.7166667
gilbert,33.3527778,-111.7883333
glendale,33.5386111,-112.1852778
goodyear,33.4352778,-112.3575000
greenvalley,31.8541667,-110.9930556
kingman,35.1894444,-114.0522222
lakehavasu city,34.4838889,-114.3216667
marana,32.4366667,-111.2247222
mesa,33.4222222,-111.8219444
nogales,31.3402778,-110.9336111
orovalley,32.3908333,-110.9658333
paradisevalley,33.5311111,-111.9419444
payson,34.2308333,-111.3244444
peoria,33.5805556,-112.2366667
phoenix,33.4483333,-112.0733333
prescott,34.5400000,-112.4677778
prescottvalley,34.6100000,-112.3150000
safford,32.8338889,-109.7069444
sanluis,32.4869444,-114.7813889
scottsdale,33.5091667,-111.8983333
sedona,34.8697222,-111.7602778
showlow,34.2541667,-110.0291667
sierravista,31.5544444,-110.3030556
somerton,32.5963889,-114.7088889
suncity,33.5975000,-112.2711111
suncity west,33.6619444,-112.3405556
surprise,33.6305556,-112.3325000
tempe,33.4147222,-111.9086111
tucson,32.2216667,-110.9258333
winslow,35.0241667,-110.6966667
yuma,32.7252778,-114.6236111
arkadelphia,34.1208333,-93.0536111
batesville,35.7697222,-91.6408333
bellavista,36.4813889,-94.2730556
benton,34.5644444,-92.5866667
bentonville,36.3727778,-94.2086111
blytheville,35.9272222,-89.9188889
bryant,34.5958333,-92.4888889
cabot,34.9744444,-92.0163889
camden,33.5844444,-92.8341667
conway,35.0886111,-92.4419444
eldorado,33.2075000,-92.6661111
fayetteville,36.0625000,-94.1572222
forrestcity,35.0080556,-90.7897222
fortsmith,35.3858333,-94.3983333
harrison,36.2297222,-93.1075000
hope,33.6669444,-93.5913889
hotsprings,34.5036111,-93.0550000
jacksonville,34.8661111,-92.1100000
jonesboro,35.8422222,-90.7041667
littlerock,34.7463889,-92.2894444
magnolia,33.2669444,-93.2391667
malvern,34.3622222,-92.8127778
marion,35.2144444,-90.1963889
maumelle,34.8666667,-92.4041667
monticello,33.6288889,-91.7908333
mountainhome,36.3352778,-92.3850000
northlittle rock,34.7694444,-92.2669444
paragould,36.0583333,-90.4972222
pinebluff,34.2283333,-92.0030556
rogers,36.3319444,-94.1183333
russellville,35.2783333,-93.1336111
searcy,35.2505556,-91.7361111
sherwood,34.8150000,-92.2241667
siloamsprings,36.1880556,-94.5402778
springdale,36.1866667,-94.1286111
stuttgart,34.5002778,-91.5525000
texarkana,33.4416667,-94.0375000
vanburen,35.4366667,-94.3480556
westhelena,34.5505556,-90.6416667
westmemphis,35.1463889,-90.1844444
adelanto,34.5827778,-117.4083333
agourahills,34.1363889,-118.7736111
alameda,37.7652778,-122.2405556
alamo,37.8502778,-122.0311111
albany,37.8869444,-122.2966667
alhambra,34.0952778,-118.1261111
alisoviejo,33.6083333,-117.7444444
alondrapark,33.8894444,-118.3300000
alpine,32.8350000,-116.7655556
altadena,34.1897222,-118.1302778
americancanyon,38.1750000,-122.2597222
anaheim,33.8352778,-117.9136111
anderson,40.4483333,-122.2966667
antioch,38.0050000,-121.8047222
applevalley,34.5008333,-117.1850000
aptos,36.9772222,-121.8983333
arcadia,34.1397222,-118.0344444
arcata,40.8666667,-124.0816667
arroyogrande,35.1186111,-120.5897222
artesia,33.8658333,-118.0822222
arvin,35.2091667,-118.8275000
ashland,37.6947222,-122.1127778
atascadero,35.4894444,-120.6697222
atwater,37.3477778,-120.6080556
auburn,38.8966667,-121.0758333
avenal,36.0041667,-120.1280556
avocadoheights,34.0361111,-117.9902778
azusa,34.1336111,-117.9066667
bakersfield,35.3733333,-119.0177778
baldwinpark,34.0852778,-117.9600000
banning,33.9255556,-116.8755556
barstow,34.8986111,-117.0219444
baypoint,38.0291667,-121.9605556
beaumont,33.9294444,-116.9763889
bell,33.9775000,-118.1861111
bellgardens,33.9652778,-118.1505556
bellflower,33.8816667,-118.1161111
belmont,37.5202778,-122.2747222
benicia,38.0494444,-122.1575000
berkeley,37.8716667,-122.2716667
beverlyhills,34.0736111,-118.3994444
bloomington,34.0702778,-117.3950000
blythe,33.6102778,-114.5955556
bonita,32.6577778,-117.0291667
bostonia,32.8075000,-116.9355556
brawley,32.9786111,-115.5294444
brea,33.9166667,-117.8991667
brentwood,37.9319444,-121.6947222
buenapark,33.8675000,-117.9972222
burbank,34.1808333,-118.3080556
burlingame,37.5841667,-122.3650000
calabasas,34.1577778,-118.6375000
calexico,32.6788889,-115.4980556
californiacity,35.1258333,-117.9850000
camarillo,34.2163889,-119.0366667
cameronpark,38.6688889,-120.9861111
campbell,37.2872222,-121.9488889
canyonlake,33.6850000,-117.2722222
capitola,36.9752778,-121.9522222
carlsbad,33.1580556,-117.3497222
carmichael,38.6172222,-121.3272222
carpinteria,34.3988889,-119.5175000
carson,33.8313889,-118.2811111
castrovalley,37.6941667,-122.0852778
cathedralcity,33.7797222,-116.4644444
ceres,37.5950000,-120.9566667
cerritos,33.8583333,-118.0638889
charteroak,34.1030556,-117.8450000
cherryland,37.6794444,-122.1022222
chico,39.7286111,-121.8363889
chino,34.0122222,-117.6880556
chinohills,33.8936111,-117.7263889
chowchilla,37.1230556,-120.2591667
chulavista,32.6400000,-117.0833333
citrus,34.1150000,-117.8908333
citrusheights,38.7072222,-121.2800000
claremont,34.0966667,-117.7188889
clayton,37.9411111,-121.9347222
clearlake,38.9583333,-122.6252778
clovis,36.8252778,-119.7019444
coachella,33.6802778,-116.1730556
coalinga,36.1397222,-120.3591667
colton,34.0738889,-117.3127778
commerce,34.0005556,-118.1588889
compton,33.8958333,-118.2191667
concord,37.9780556,-122.0300000
corcoran,36.0980556,-119.5594444
corona,33.8752778,-117.5655556
coronado,32.6858333,-117.1822222
cortemadera,37.9255556,-122.5263889
costamesa,33.6411111,-117.9177778
countryclub,37.9688889,-121.3397222
covina,34.0900000,-117.8894444
crestline,34.2419444,-117.2847222
cudahy,33.9605556,-118.1844444
culvercity,34.0211111,-118.3955556
cupertino,37.3230556,-122.0311111
cypress,33.8169444,-118.0363889
dalycity,37.7058333,-122.4608333
danapoint,33.4669444,-117.6972222
danville,37.8216667,-121.9988889
davis,38.5450000,-121.7394444
delano,35.7688889,-119.2461111
deserthot springs,33.9611111,-116.5008333
diamondbar,34.0286111,-117.8094444
dinuba,36.5433333,-119.3861111
dixon,38.4455556,-121.8222222
downey,33.9400000,-118.1316667
duarte,34.1394444,-117.9763889
dublin,37.7022222,-121.9347222
eastfoothills,37.3811111,-121.8163889
easthemet,33.7400000,-116.9380556
eastla mirada,33.9244444,-117.9880556
eastlos angeles,34.0238889,-118.1711111
eastpalo alto,37.4688889,-122.1400000
elcajon,32.7947222,-116.9616667
elcentro,32.7919444,-115.5622222
elcerrito,37.9158333,-122.3105556
elmonte,34.0686111,-118.0266667
elsegundo,33.9191667,-118.4155556
elsobrante,37.9772222,-122.2941667
elkgrove,38.4088889,-121.3705556
encinitas,33.0369444,-117.2911111
escondido,33.1191667,-117.0855556
eureka,40.8022222,-124.1625000
exeter,36.2961111,-119.1411111
fairoaks,38.6447222,-121.2711111
fairfield,38.2494444,-122.0388889
fairview,37.6786111,-122.0447222
fallbrook,33.3763889,-117.2502778
farmersville,36.2977778,-119.2058333
fillmore,34.3991667,-118.9172222
florin,38.4961111,-121.4077778
folsom,38.6780556,-121.1750000
fontana,34.0922222,-117.4341667
foothillfarms,38.6763889,-121.3352778
fortuna,40.5983333,-124.1561111
fostercity,37.5586111,-122.2700000
fountainvalley,33.7091667,-117.9527778
fremont,37.5483333,-121.9875000
fresno,36.7477778,-119.7713889
fullerton,33.8702778,-117.9244444
galt,38.2547222,-121.2988889
gardenacres,37.9638889,-121.2283333
gardengrove,33.7738889,-117.9405556
gardena,33.8883333,-118.3080556
gilroy,37.0058333,-121.5672222
glenavon,34.0116667,-117.4838889
glendale,34.1425000,-118.2541667
glendora,34.1361111,-117.8644444
goleta,34.4358333,-119.8266667
gonzales,36.5066667,-121.4433333
grandterrace,34.0338889,-117.3127778
grassvalley,39.2191667,-121.0600000
greenfield,36.3208333,-121.2427778
groverbeach,35.1216667,-120.6202778
haciendaheights,33.9930556,-117.9677778
halfmoon bay,37.4636111,-122.4275000
hanford,36.3275000,-119.6447222
hawaiiangardens,33.8313889,-118.0719444
hawthorne,33.9163889,-118.3516667
hayward,37.6688889,-122.0797222
healdsburg,38.6105556,-122.8680556
hemet,33.7475000,-116.9711111
hercules,38.0172222,-122.2875000
hermosabeach,33.8622222,-118.3986111
hesperia,34.4263889,-117.3000000
highland,34.1283333,-117.2077778
hillsborough,37.5741667,-122.3783333
hollister,36.8525000,-121.4005556
huntingtonbeach,33.6602778,-117.9983333
huntingtonpark,33.9816667,-118.2241667
imperial,32.8475000,-115.5686111
imperialbeach,32.5838889,-117.1122222
indio,33.7205556,-116.2147222
inglewood,33.9616667,-118.3522222
irvine,33.6694444,-117.8222222
islavista,34.4133333,-119.8600000
kerman,36.7236111,-120.0588889
kingcity,36.2127778,-121.1250000
kingsburg,36.5138889,-119.5530556
lacanada flintridge,34.1991667,-118.1869444
lahabra,33.9319444,-117.9452778
lamesa,32.7677778,-117.0222222
lamirada,33.9172222,-118.0111111
lapalma,33.8463889,-118.0458333
lapresa,32.7080556,-116.9963889
lapuente,34.0200000,-117.9486111
laquinta,33.6633333,-116.3091667
lariviera,38.5669444,-121.3558333
laverne,34.1008333,-117.7669444
lafayette,37.8858333,-122.1169444
lagunabeach,33.5422222,-117.7822222
lagunahills,33.6125000,-117.7119444
lagunaniguel,33.5225000,-117.7066667
lagunawoods,33.6102778,-117.7244444
lakeelsinore,33.6680556,-117.3263889
lakeforest,33.6469444,-117.6883333
lakeside,32.8572222,-116.9213889
lakewood,33.8536111,-118.1330556
lamont,35.2597222,-118.9133333
lancaster,34.6980556,-118.1358333
larkspur,37.9341667,-122.5341667
lathrop,37.8227778,-121.2755556
lawndale,33.8872222,-118.3516667
lemongrove,32.7425000,-117.0305556
lemoore,36.3008333,-119.7819444
lennox,33.9380556,-118.3516667
lincoln,38.8916667,-121.2919444
linda,39.1277778,-121.5497222
lindsay,36.2030556,-119.0872222
livermore,37.6819444,-121.7669444
livingston,37.3869444,-120.7225000
lodi,38.1302778,-121.2713889
lomalinda,34.0483333,-117.2602778
lomita,33.7922222,-118.3141667
lompoc,34.6391667,-120.4569444
longbeach,33.7669444,-118.1883333
losalamitos,33.8030556,-118.0716667
losaltos,37.3852778,-122.1130556
losaltos hills,37.3797222,-122.1363889
losangeles,34.0522222,-118.2427778
losbanos,37.0583333,-120.8488889
losgatos,37.2266667,-121.9736111
lynwood,33.9302778,-118.2105556
madera,36.9613889,-120.0597222
magalia,39.8122222,-121.5772222
malibu,34.0050000,-118.8091667
manhattanbeach,33.8847222,-118.4100000
manteca,37.7975000,-121.2150000
marina,36.6844444,-121.8011111
martinez,38.0194444,-122.1330556
marysville,39.1458333,-121.5902778
maywood,33.9866667,-118.1844444
mendota,36.7536111,-120.3805556
menlopark,37.4538889,-122.1811111
merced,37.3022222,-120.4819444
millvalley,37.9061111,-122.5438889
millbrae,37.5986111,-122.3861111
milpitas,37.4283333,-121.9055556
miraloma,33.9925000,-117.5155556
missionviejo,33.6000000,-117.6711111
modesto,37.6391667,-120.9958333
monrovia,34.1480556,-117.9980556
montclair,34.0775000,-117.6888889
montebello,34.0094444,-118.1044444
monterey,36.6002778,-121.8936111
montereypark,34.0625000,-118.1219444
moorpark,34.2855556,-118.8811111
moraga,37.8350000,-122.1286111
morenovalley,33.9375000,-117.2297222
morganhill,37.1305556,-121.6533333
morrobay,35.3658333,-120.8488889
mountainview,37.3861111,-122.0827778
murrieta,33.5538889,-117.2130556
napa,38.2972222,-122.2844444
nationalcity,32.6780556,-117.0983333
newark,37.5297222,-122.0391667
newportbeach,33.6188889,-117.9280556
norco,33.9311111,-117.5477778
northauburn,38.9313889,-121.0808333
northhighlands,38.6858333,-121.3711111
norwalk,33.9022222,-118.0808333
novato,38.1075000,-122.5686111
oakdale,37.7666667,-120.8461111
oakland,37.8044444,-122.2697222
oakley,37.9975000,-121.7113889
oceanside,33.1958333,-117.3786111
oildale,35.4197222,-119.0186111
olivehurst,39.0955556,-121.5511111
ontario,34.0633333,-117.6500000
orange,33.7877778,-117.8522222
orangecove,36.6244444,-119.3127778
orangevale,38.6786111,-121.2247222
orinda,37.8772222,-122.1786111
oroville,39.5138889,-121.5552778
oxnard,34.1975000,-119.1761111
pacificgrove,36.6177778,-121.9155556
pacifica,37.6138889,-122.4858333
palmdesert,33.7222222,-116.3736111
palmsprings,33.8302778,-116.5444444
palmdale,34.5794444,-118.1155556
paloalto,37.4419444,-122.1419444
palosverdes estates,33.8005556,-118.3891667
paradise,39.7597222,-121.6208333
paramount,33.8894444,-118.1588889
parlier,36.6116667,-119.5261111
pasadena,34.1477778,-118.1436111
patterson,37.4716667,-121.1286111
pedley,33.9752778,-117.4750000
perris,33.7825000,-117.2277778
petaluma,38.2325000,-122.6355556
picorivera,33.9830556,-118.0958333
piedmont,37.8244444,-122.2305556
pinole,38.0044444,-122.2977778
pismobeach,35.1427778,-120.6402778
pittsburg,38.0280556,-121.8836111
placentia,33.8722222,-117.8694444
placerville,38.7297222,-120.7975000
pleasanthill,37.9480556,-122.0597222
pleasanton,37.6625000,-121.8736111
pomona,34.0552778,-117.7513889
porthueneme,34.1477778,-119.1941667
porterville,36.0652778,-119.0158333
poway,32.9627778,-117.0350000
quartzhill,34.6452778,-118.2172222
ramona,33.0416667,-116.8672222
ranchocordova,38.5891667,-121.3016667
ranchocucamonga,34.1063889,-117.5922222
ranchomirage,33.7397222,-116.4119444
ranchopalos verdes,33.7444444,-118.3861111
ranchosan diego,32.7472222,-116.9344444
ranchosanta margarita,33.6408333,-117.6022222
redbluff,40.1786111,-122.2347222
redding,40.5866667,-122.3905556
redlands,34.0555556,-117.1816667
redondobeach,33.8491667,-118.3875000
redwoodcity,37.4852778,-122.2352778
reedley,36.5963889,-119.4494444
rialto,34.1063889,-117.3694444
richmond,37.9358333,-122.3466667
ridgecrest,35.6225000,-117.6700000
riolinda,38.6911111,-121.4475000
ripon,37.7416667,-121.1233333
riverbank,37.7361111,-120.9344444
riverside,33.9533333,-117.3952778
rocklin,38.7908333,-121.2347222
rohnertpark,38.3397222,-122.7000000
roseland,38.4222222,-122.7269444
rosemead,34.0805556,-118.0719444
rosemont,38.5519444,-121.3636111
roseville,38.7522222,-121.2869444
rossmoor,33.7855556,-118.0841667
rowlandheights,33.9761111,-117.9044444
rubidoux,33.9961111,-117.4047222
sacramento,38.5816667,-121.4933333
salinas,36.6777778,-121.6544444
sananselmo,37.9747222,-122.5605556
sanbernardino,34.1083333,-117.2888889
sanbruno,37.6305556,-122.4100000
sancarlos,37.5072222,-122.2594444
sanclemente,33.4269444,-117.6111111
sandiego,32.7152778,-117.1563889
sandimas,34.1066667,-117.8058333
sanfernando,34.2819444,-118.4380556
sanfrancisco,37.7750000,-122.4183333
sangabriel,34.0961111,-118.1050000
sanjacinto,33.7838889,-116.9577778
sanjose,37.3394444,-121.8938889
sanjuan capistrano,33.5016667,-117.6616667
sanleandro,37.7250000,-122.1550000
sanlorenzo,37.6811111,-122.1233333
sanluis obispo,35.2827778,-120.6586111
sanmarcos,33.1433333,-117.1652778
sanmarino,34.1213889,-118.1055556
sanmateo,37.5630556,-122.3244444
sanpablo,37.9622222,-122.3444444
sanrafael,37.9736111,-122.5300000
sanramon,37.7800000,-121.9769444
sanger,36.7080556,-119.5550000
santaana,33.7455556,-117.8669444
santabarbara,34.4208333,-119.6972222
santaclara,37.3541667,-121.9541667
santaclarita,34.3916667,-118.5416667
santacruz,36.9741667,-122.0297222
santafe springs,33.9472222,-118.0844444
santamaria,34.9530556,-120.4347222
santamonica,34.0194444,-118.4902778
santapaula,34.3541667,-119.0583333
santarosa,38.4405556,-122.7133333
santee,32.8383333,-116.9730556
saratoga,37.2638889,-122.0219444
scottsvalley,37.0511111,-122.0136111
sealbeach,33.7413889,-118.1038889
seaside,36.6111111,-121.8505556
selma,36.5708333,-119.6111111
shafter,35.5005556,-119.2708333
shastalake,40.6805556,-122.3697222
sierramadre,34.1616667,-118.0519444
signalhill,33.8044444,-118.1669444
simivalley,34.2694444,-118.7805556
solanabeach,32.9911111,-117.2702778
soledad,36.4247222,-121.3252778
sonoma,38.2919444,-122.4569444
soquel,36.9880556,-121.9555556
southel monte,34.0519444,-118.0458333
southgate,33.9547222,-118.2111111
southlake tahoe,38.9333333,-119.9833333
southpasadena,34.1161111,-118.1494444
southsan francisco,37.6547222,-122.4066667
southsan jose hills,34.0127778,-117.9038889
southwhittier,33.9608333,-118.0408333
southyuba city,39.1166667,-121.6380556
springvalley,32.7447222,-116.9980556
stanford,37.4241667,-122.1650000
stanton,33.8025000,-117.9922222
stockton,37.9577778,-121.2897222
suisuncity,38.2383333,-122.0391667
suncity,33.7091667,-117.1963889
sunnyvale,37.3688889,-122.0352778
susanville,40.4163889,-120.6519444
taft,35.1425000,-119.4555556
tehachapi,35.1322222,-118.4480556
temecula,33.4936111,-117.1475000
templecity,34.1072222,-118.0569444
thousandoaks,34.1705556,-118.8366667
tiburon,37.8736111,-122.4555556
torrance,33.8358333,-118.3397222
tracy,37.7397222,-121.4241667
truckee,39.3280556,-120.1822222
tulare,36.2077778,-119.3463889
turlock,37.4947222,-120.8455556
tustin,33.7458333,-117.8252778
tustinfoothills,33.7644444,-117.7930556
twentyninepalms,34.1355556,-116.0533333
ukiah,39.1502778,-123.2066667
unioncity,37.5958333,-122.0180556
upland,34.0975000,-117.6475000
vacaville,38.3566667,-121.9866667
valinda,34.0452778,-117.9427778
vallejo,38.1041667,-122.2555556
victorville,34.5361111,-117.2902778
visalia,36.3302778,-119.2911111
vista,33.2000000,-117.2416667
walnut,34.0202778,-117.8644444
walnutcreek,37.9063889,-122.0638889
walnutpark,33.9680556,-118.2241667
wasco,35.5941667,-119.3400000
watsonville,36.9102778,-121.7558333
westathens,33.9233333,-118.3025000
westcarson,33.8216667,-118.2916667
westcovina,34.0686111,-117.9380556
westhollywood,34.0900000,-118.3608333
westpuente valley,34.0516667,-117.9675000
westsacramento,38.5805556,-121.5291667
westlakevillage,34.1458333,-118.8047222
westminster,33.7591667,-118.0058333
westmont,33.9413889,-118.3013889
whittier,33.9791667,-118.0319444
wildomar,33.5988889,-117.2791667
willowbrook,33.9169444,-118.2541667
windsor,38.5472222,-122.8152778
woodland,38.6786111,-121.7722222
yorbalinda,33.8886111,-117.8122222
yubacity,39.1405556,-121.6158333
yucaipa,34.0336111,-117.0422222
yuccavalley,34.1141667,-116.4313889
alamosa,37.4694444,-105.8694444
applewood,39.7472222,-105.1622222
arvada,39.8027778,-105.0869444
aurora,39.7294444,-104.8313889
blackforest,39.0130556,-104.7002778
boulder,40.0150000,-105.2700000
brighton,39.9852778,-104.8200000
broomfield,39.9205556,-105.0861111
canoncity,38.4000000,-105.2166667
castlerock,39.3722222,-104.8555556
castlewood,39.5847222,-104.9005556
centennial,39.5791667,-104.8763889
cimarronhills,38.8586111,-104.6983333
clifton,39.0919444,-108.4483333
coloradosprings,38.8338889,-104.8208333
columbine,39.5877778,-105.0688889
commercecity,39.8083333,-104.9333333
cortez,37.3488889,-108.5852778
craig,40.5152778,-107.5458333
denver,39.7391667,-104.9841667
durango,37.2752778,-107.8794444
englewood,39.6477778,-104.9872222
erie,40.0502778,-105.0494444
evans,40.3763889,-104.6916667
federalheights,39.8513889,-104.9980556
fortcarson,38.7375000,-104.7883333
fortcollins,40.5852778,-105.0838889
fortmorgan,40.2502778,-103.7994444
fountain,38.6822222,-104.7002778
glenwoodsprings,39.5505556,-107.3241667
golden,39.7555556,-105.2205556
grandjunction,39.0638889,-108.5500000
greeley,40.4233333,-104.7086111
greenwoodvillage,39.6172222,-104.9502778
highlandsranch,39.5538889,-104.9688889
kencaryl,39.5758333,-105.1116667
lafayette,39.9936111,-105.0891667
lakewood,39.7047222,-105.0808333
lamar,38.0872222,-102.6202778
littleton,39.6133333,-105.0161111
longmont,40.1672222,-105.1013889
louisville,39.9777778,-105.1313889
loveland,40.3977778,-105.0744444
montrose,38.4783333,-107.8755556
northglenn,39.8855556,-104.9866667
parker,39.5186111,-104.7608333
pueblo,38.2544444,-104.6086111
redlands,39.0788889,-108.6350000
sherrelwood,39.8377778,-105.0008333
southglenn,39.5872222,-104.9522222
steamboatsprings,40.4850000,-106.8311111
sterling,40.6255556,-103.2072222
superior,39.9527778,-105.1680556
thornton,39.8680556,-104.9713889
trinidad,37.1694444,-104.5000000
welby,39.8366667,-104.9586111
westminster,39.8366667,-105.0366667
wheatridge,39.7661111,-105.0766667
windsor,40.4775000,-104.9008333
ansonia,41.3461111,-73.0794444
branford,41.2794444,-72.8155556
bridgeport,41.1669444,-73.2052778
bristol,41.6716667,-72.9497222
cheshire,41.4988889,-72.9011111
clinton,41.2786111,-72.5280556
colchester,41.5755556,-72.3325000
coventry,41.7700000,-72.3055556
cromwell,41.5950000,-72.6458333
danbury,41.3947222,-73.4544444
darien,41.0786111,-73.4697222
derby,41.3205556,-73.0894444
easthaddam,41.4530556,-72.4616667
easthampton,41.5758333,-72.5030556
easthartford,41.7822222,-72.6125000
easthaven,41.2761111,-72.8688889
ellington,41.9038889,-72.4702778
fairfield,41.1411111,-73.2641667
greenwich,41.0263889,-73.6288889
groton,41.3500000,-72.0788889
guilford,41.2888889,-72.6822222
hamden,41.3958333,-72.8972222
hartford,41.7636111,-72.6855556
hebron,41.6577778,-72.3663889
madison,41.2794444,-72.5988889
meriden,41.5380556,-72.8075000
middletown,41.5622222,-72.6511111
milford,41.2222222,-73.0569444
naugatuck,41.4858333,-73.0511111
newbritain,41.6611111,-72.7800000
newhaven,41.3080556,-72.9286111
newlondon,41.3555556,-72.1000000
newmilford,41.5769444,-73.4088889
newington,41.6977778,-72.7241667
northbranford,41.3275000,-72.7677778
northhaven,41.3908333,-72.8600000
norwalk,41.1175000,-73.4083333
norwich,41.5241667,-72.0763889
oldsaybrook,41.2916667,-72.3766667
orange,41.2783333,-73.0261111
oxford,41.4338889,-73.1172222
plainfield,41.6763889,-71.9155556
plymouth,41.6719444,-73.0533333
portland,41.5727778,-72.6411111
prospect,41.5022222,-72.9791667
putnam,41.9150000,-71.9094444
seymour,41.3966667,-73.0763889
shelton,41.3163889,-73.0936111
somers,41.9852778,-72.4466667
southbury,41.4813889,-73.2136111
stafford,41.9847222,-72.2894444
stamford,41.0533333,-73.5391667
storrs,41.8083333,-72.2500000
stratford,41.1844444,-73.1336111
thompson,41.9586111,-71.8630556
tolland,41.8713889,-72.3691667
torrington,41.8005556,-73.1216667
trumbull,41.2427778,-73.2011111
vernon,41.8186111,-72.4800000
waterbury,41.5580556,-73.0519444
watertown,41.6061111,-73.1186111
westhartford,41.7619444,-72.7425000
westhaven,41.2705556,-72.9475000
westport,41.1413889,-73.3583333
wethersfield,41.7141667,-72.6530556
willimantic,41.7105556,-72.2086111
windham,41.6997222,-72.1575000
windsorlocks,41.9291667,-72.6277778
wolcott,41.6022222,-72.9872222
woodbridge,41.3525000,-73.0088889
woodbury,41.5444444,-73.2094444
brookside,39.6669444,-75.7272222
claymont,39.8005556,-75.4600000
dover,39.1580556,-75.5247222
edgemoor,39.7500000,-75.5000000
elsmere,39.7391667,-75.5983333
georgetown,38.6900000,-75.3858333
middletown,39.4494444,-75.7166667
milford,38.9125000,-75.4283333
newcastle,39.6619444,-75.5666667
newark,39.6836111,-75.7500000
pikecreek,39.7308333,-75.7044444
seaford,38.6411111,-75.6113889
smyrna,39.2997222,-75.6050000
wilmington,39.7458333,-75.5469444
wilmingtonmanor,39.6866667,-75.5847222
washington,38.8950000,-77.0366667
altamontesprings,28.6608333,-81.3658333
apopka,28.6802778,-81.5097222
atlanticbeach,30.3341667,-81.3988889
auburndale,28.0650000,-81.7888889
aventura,25.9561111,-80.1394444
avonpark,27.5955556,-81.5063889
azaleapark,28.5408333,-81.3008333
bartow,27.8961111,-81.8433333
bayonetpoint,28.3263889,-82.6836111
bayshoregardens,27.4250000,-82.5905556
belleglade,26.6841667,-80.6677778
bellview,30.4613889,-87.3150000
bloomingdale,27.8933333,-82.2405556
bocaraton,26.3583333,-80.0833333
bonitasprings,26.3394444,-81.7788889
boyntonbeach,26.5250000,-80.0666667
bradenton,27.4986111,-82.5750000
brandon,27.9375000,-82.2861111
brent,30.4686111,-87.2361111
callaway,30.1527778,-85.5700000
capecanaveral,28.4055556,-80.6050000
capecoral,26.5625000,-81.9497222
carolcity,25.9402778,-80.2458333
